Article,Comment,Relevance
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","DANKE ET! DANKE Herr Langendorf! Eine ausgewogene Berichterstattung! Da laesst sich nur Eines nachtragen. An die 10 Prozenter! Nun leitet euer laecherliches Verbotsverfahren endlich ein! Damit auch der Letzte in Deutschland sieht, dass die AFD eine DEMOKRATISCHE Partei ist. Dieses ""Zentrum für Politische Schönheit"" wird meines Wissens, wie viele NGO, aus Steuergeldern REGIERUNGSFINANZIERT !!! ET, liege ich da richtig? Sich dann als ""Zivilgesellschaft"" zu Bezeichnen ist schon Unverfroren!",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","Ein herzliches Dankeschön an den Autor Patrick Langendorf, dass er sich der Mühe unterzogen hat, die sog. ""gerichtsfesten"" Fakten des ""Zentrums für politische (den Rest kann man sich frei dazudenken - die Gedanken sind frei...) ..."" zu durchleuchten. Wenn das alles ist, was in 15 Jahren AfD Existenz zusammengetragen wurde, dann kann ich die Einheits-Parteien nur ermuntern, das Verbotsverfahren endlich einzuleiten ... der Schiffbruch vor Gericht ist vorprogrammiert.",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","Klimawandel Hysterie, Pandemie Angst, Gott hat die Welt in 7 Tagen erschaffen oder Virginia-Rassenlehre wo ist den der Unterschied? In einem freien Land müssen verrückte Menschen an verrückte Dinge glauben dürfen. Das Problem ist das es uns [] sehr schwer fällt anders Gläubige nicht missionieren zu wollen.",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","Den Aufwand und die Mühen, die die SPD betreibt, um die AfD zu diskriminieren, sollte sie besser in die Bildung ihrer Abgeordneten investieren, denn diese scheinen in ihrer mentalen Entwicklung etwas zurückgeblieben zu sein.",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","Auch hier verhält es sich wie mit den NGO‘s . Man will was vom Kuchen abbekommen . Hat Angst um die Förderung künstlerischer Projekt , die auf der freien Wildbahn nichts wert sind . Hoffen , wie Böhmermann , ihren [] unter dem Deckmantel der Kunst verbreiten zu können .",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","Genau diesen mit unseren Steuergeldern finanzierte NGO gehört das Geld entzogen. Was die finanziert betreiben ist staatliche Hetze gegen den politischen Gegner. Wenn das Material dann die Grundlage für ein Verbotsverfahren sein soll, dann muss man komplett am Geisteszustand der beteiligten Personen zweifeln!",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","Dieses ganze Theater um ein Verbot der AFD wird allmählich zur wahren Lachnummer. Vielleicht sollten sich diese ""Künstlervereinigung"" (und da hätte ich gerne Namen, denn von Steuergeldern subventionierte ""Künstler"" finde ich an sich schon schräg genug) und SPD, CSU, CDU und Grüne mal warm anziehen, denn ich hoffe, dass mehr und mehr Menschen in ihrer Bequemlichkeitsblase aufwachen und genau deshalb die AFD wählen. Fazit: Ich hoffe, es ist für die [] ein ordentlicher Schuss ins eigene Knie.",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","In jungen Jahren dachte ich, Linkssein wäre eine Weltanschauung. Heute weiß ich: Es ist eine Krankheit.",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","Das ist so unglaublich- entweder mindestens 1/4 der Bevölkerung sind unmündig oder verfassungsfeindlich ! Wie kann man einer als demokratisch geltenden Partei, die ganz offensichtlich auf antidemokratische Abwege gekommen ist, beikommen. Das ist an Dreistigkeit kaum zu überbieten, wenn man selbst nur noch knapp über 10% kommt…",1
"Die SPD hat auf ihrem Parteitag Ende Juni 2025 beschlossen, ein mögliches AfD-Verbotsverfahren juristisch prüfen zu lassen. Unterstützt wird sie dabei vom Künstlerkollektiv „Zentrum für Politische Schönheit“ (ZPS), das über 3.600 angebliche Beweise für verfassungsfeindliche Bestrebungen der AfD gesammelt hat. Diese Beweise bestehen überwiegend aus Zitaten von AfD-Mitgliedern, Reden und Beiträgen in sozialen Medien. Allerdings wird Kritik laut, da einige Quellen des ZPS fehlerhaft, nicht überprüfbar oder aus dem Kontext gerissen seien, was Zweifel an deren Belastbarkeit für ein Verbotsverfahren aufwirft. Das Bundesverfassungsgericht verlangt für ein Parteiverbot konkrete Nachweise für eine aktiv kämpferische Haltung gegen die demokratische Grundordnung, weshalb das Gutachten des Verfassungsschutzes allein nicht ausreicht. Eine Bund-Länder-Arbeitsgruppe soll belastbares Material zusammentragen. Der Verfassungsschutz stuft die AfD bundesweit als „gesichert rechtsextremistisch“ ein, doch einzelne Landesverbände bleiben bisher stärker im Fokus. Das ZPS versteht seine Sammlung als zivilgesellschaftlichen Beitrag für ein Verbot, wird jedoch wegen mangelnder Quellenangaben und möglicher Fehler kritisiert. Einige Beispiele zeigen, dass Zitate falsch zugeordnet oder historische Zusammenhänge missinterpretiert wurden, was die Glaubwürdigkeit der Beweislage beeinträchtigen könnte.","„Man stelle sich nur vor, man würde den anderen Parteien denselben Spießrutenlauf zumuten: Bei den Linken und Grünen gäbe es zweifellos reichlich Stoff für Verfassungsschützer mit Forscherdrang – und selbst bei der CDU dürfte unter strengster Maßstabsanlegung manch bedenklicher Fund nicht ausbleiben. Warum also die Einseitigkeit?“",1
